in s,C1 in V
-2.3794790E-02,1.98535E+00
-2.3793869E-02,2.00488E+00
-2.3792947E-02,1.99512E+00
-2.3792026E-02,2.01465E+00
-2.3791104E-02,1.99512E+00
-2.3790182E-02,1.96582E+00
-2.3789261E-02,1.96582E+00
-2.3788339E-02,1.96582E+00
-2.3787418E-02,1.94629E+00
-2.3786496E-02,1.96582E+00
-2.3785574E-02,1.92676E+00
-2.3784653E-02,1.89746E+00
-2.3783731E-02,1.95605E+00
-2.3782810E-02,1.91699E+00
-2.3781888E-02,1.93652E+00
-2.3780966E-02,1.92676E+00
-2.3780045E-02,1.96582E+00
-2.3779123E-02,1.94629E+00
-2.3778202E-02,1.92676E+00
-2.3777280E-02,1.91699E+00
-2.3776358E-02,1.88770E+00
-2.3775437E-02,1.90723E+00
-2.3774515E-02,1.89746E+00
-2.3773594E-02,1.86816E+00
-2.3772672E-02,1.86816E+00
-2.3771750E-02,1.88770E+00
-2.3770829E-02,1.86816E+00
-2.3769907E-02,1.85840E+00
-2.3768986E-02,1.88770E+00
-2.3768064E-02,1.90723E+00
-2.3767142E-02,1.90723E+00
-2.3766221E-02,1.89746E+00
-2.3765299E-02,1.87793E+00
-2.3764378E-02,1.89746E+00
-2.3763456E-02,1.85840E+00
-2.3762534E-02,1.86816E+00
-2.3761613E-02,1.81934E+00
-2.3760691E-02,1.89746E+00
-2.3759770E-02,1.83887E+00
-2.3758848E-02,1.83887E+00
-2.3757926E-02,1.84863E+00
-2.3757005E-02,1.85840E+00
-2.3756083E-02,1.80957E+00
-2.3755162E-02,1.81934E+00
-2.3754240E-02,1.85840E+00
-2.3753318E-02,1.81934E+00
-2.3752397E-02,1.83887E+00
-2.3751475E-02,1.79004E+00
-2.3750554E-02,1.82910E+00
-2.3749632E-02,1.79980E+00
-2.3748710E-02,1.81934E+00
-2.3747789E-02,1.78027E+00
-2.3746867E-02,1.78027E+00
-2.3745946E-02,1.79004E+00
-2.3745024E-02,1.81934E+00
-2.3744102E-02,1.81934E+00
-2.3743181E-02,1.81934E+00
-2.3742259E-02,1.79004E+00
-2.3741338E-02,1.81934E+00
-2.3740416E-02,1.77051E+00
-2.3739494E-02,1.77051E+00
-2.3738573E-02,1.77051E+00
-2.3737651E-02,1.76074E+00
-2.3736730E-02,1.77051E+00
-2.3735808E-02,1.78027E+00
-2.3734886E-02,1.78027E+00
-2.3733965E-02,1.71191E+00
-2.3733043E-02,1.75098E+00
-2.3732122E-02,1.75098E+00
-2.3731200E-02,1.75098E+00
-2.3730278E-02,1.73145E+00
-2.3729357E-02,1.73145E+00
-2.3728435E-02,1.74121E+00
-2.3727514E-02,1.75098E+00
-2.3726592E-02,1.79004E+00
-2.3725670E-02,1.73145E+00
-2.3724749E-02,1.69238E+00
-2.3723827E-02,1.73145E+00
-2.3722906E-02,1.66309E+00
-2.3721984E-02,1.72168E+00
-2.3721062E-02,1.72168E+00
-2.3720141E-02,1.74121E+00
-2.3719219E-02,1.68262E+00
-2.3718298E-02,1.66309E+00
-2.3717376E-02,1.69238E+00
-2.3716454E-02,1.69238E+00
-2.3715533E-02,1.69238E+00
-2.3714611E-02,1.69238E+00
-2.3713690E-02,1.70215E+00
-2.3712768E-02,1.68262E+00
-2.3711846E-02,1.68262E+00
-2.3710925E-02,1.67285E+00
-2.3710003E-02,1.68262E+00
-2.3709082E-02,1.70215E+00
-2.3708160E-02,1.64355E+00
-2.3707238E-02,1.66309E+00
-2.3706317E-02,1.64355E+00
-2.3705395E-02,1.64355E+00
-2.3704474E-02,1.66309E+00
-2.3703552E-02,1.63379E+00
-2.3702630E-02,1.61426E+00
-2.3701709E-02,1.60449E+00
-2.3700787E-02,1.63379E+00
-2.3699866E-02,1.59473E+00
-2.3698944E-02,1.63379E+00
-2.3698022E-02,1.64355E+00
-2.3697101E-02,1.61426E+00
-2.3696179E-02,1.62402E+00
-2.3695258E-02,1.61426E+00
-2.3694336E-02,1.60449E+00
-2.3693414E-02,1.62402E+00
-2.3692493E-02,1.62402E+00
-2.3691571E-02,1.63379E+00
-2.3690650E-02,1.58496E+00
-2.3689728E-02,1.58496E+00
-2.3688806E-02,1.58496E+00
-2.3687885E-02,1.57520E+00
-2.3686963E-02,1.59473E+00
-2.3686042E-02,1.56543E+00
-2.3685120E-02,1.57520E+00
-2.3684198E-02,1.56543E+00
-2.3683277E-02,1.53613E+00
-2.3682355E-02,1.56543E+00
-2.3681434E-02,1.59473E+00
-2.3680512E-02,1.53613E+00
-2.3679590E-02,1.53613E+00
-2.3678669E-02,1.53613E+00
-2.3677747E-02,1.54590E+00
-2.3676826E-02,1.54590E+00
-2.3675904E-02,1.54590E+00
-2.3674982E-02,1.51660E+00
-2.3674061E-02,1.56543E+00
-2.3673139E-02,1.54590E+00
-2.3672218E-02,1.53613E+00
-2.3671296E-02,1.50684E+00
-2.3670374E-02,1.54590E+00
-2.3669453E-02,1.51660E+00
-2.3668531E-02,1.51660E+00
-2.3667610E-02,1.52637E+00
-2.3666688E-02,1.46777E+00
-2.3665766E-02,1.49707E+00
-2.3664845E-02,1.49707E+00
-2.3663923E-02,1.49707E+00
-2.3663002E-02,1.47754E+00
-2.3662080E-02,1.49707E+00
-2.3661158E-02,1.52637E+00
-2.3660237E-02,1.50684E+00
-2.3659315E-02,1.49707E+00
-2.3658394E-02,1.48730E+00
-2.3657472E-02,1.48730E+00
-2.3656550E-02,1.44824E+00
-2.3655629E-02,1.44824E+00
-2.3654707E-02,1.42871E+00
-2.3653786E-02,1.39941E+00
-2.3652864E-02,1.36035E+00
-2.3651942E-02,1.45801E+00
-2.3651021E-02,1.40918E+00
-2.3650099E-02,1.44824E+00
-2.3649178E-02,1.43848E+00
-2.3648256E-02,1.44824E+00
-2.3647334E-02,1.42871E+00
-2.3646413E-02,1.41895E+00
-2.3645491E-02,1.41895E+00
-2.3644570E-02,1.39941E+00
-2.3643648E-02,1.38965E+00
-2.3642726E-02,1.42871E+00
-2.3641805E-02,1.38965E+00
-2.3640883E-02,1.36035E+00
-2.3639962E-02,1.41895E+00
-2.3639040E-02,1.41895E+00
-2.3638118E-02,1.38965E+00
-2.3637197E-02,1.37988E+00
-2.3636275E-02,1.38965E+00
-2.3635354E-02,1.35059E+00
-2.3634432E-02,1.35059E+00
-2.3633510E-02,1.37012E+00
-2.3632589E-02,1.36035E+00
-2.3631667E-02,1.35059E+00
-2.3630746E-02,1.37988E+00
-2.3629824E-02,1.36035E+00
-2.3628902E-02,1.34082E+00
-2.3627981E-02,1.37012E+00
-2.3627059E-02,1.35059E+00
-2.3626138E-02,1.35059E+00
-2.3625216E-02,1.35059E+00
-2.3624294E-02,1.36035E+00
-2.3623373E-02,1.32129E+00
-2.3622451E-02,1.32129E+00
-2.3621530E-02,1.32129E+00
-2.3620608E-02,1.29199E+00
-2.3619686E-02,1.31152E+00
-2.3618765E-02,1.31152E+00
-2.3617843E-02,1.30176E+00
-2.3616922E-02,1.33105E+00
-2.3616000E-02,1.31152E+00
-2.3615078E-02,1.28223E+00
-2.3614157E-02,1.30176E+00
-2.3613235E-02,1.29199E+00
-2.3612314E-02,1.28223E+00
-2.3611392E-02,1.31152E+00
-2.3610470E-02,1.27246E+00
-2.3609549E-02,1.23340E+00
-2.3608627E-02,1.24316E+00
-2.3607706E-02,1.28223E+00
-2.3606784E-02,1.27246E+00
-2.3605862E-02,1.27246E+00
-2.3604941E-02,1.28223E+00
-2.3604019E-02,1.29199E+00
-2.3603098E-02,1.30176E+00
-2.3602176E-02,1.25293E+00
-2.3601254E-02,1.26270E+00
-2.3600333E-02,1.26270E+00
-2.3599411E-02,1.30176E+00
-2.3598490E-02,1.25293E+00
-2.3597568E-02,1.21387E+00
-2.3596646E-02,1.20410E+00
-2.3595725E-02,1.26270E+00
-2.3594803E-02,1.25293E+00
-2.3593882E-02,1.22363E+00
-2.3592960E-02,1.24316E+00
-2.3592038E-02,1.19434E+00
-2.3591117E-02,1.23340E+00
-2.3590195E-02,1.24316E+00
-2.3589274E-02,1.22363E+00
-2.3588352E-02,1.19434E+00
-2.3587430E-02,1.18457E+00
-2.3586509E-02,1.23340E+00
-2.3585587E-02,1.20410E+00
-2.3584666E-02,1.18457E+00
-2.3583744E-02,1.18457E+00
-2.3582822E-02,1.23340E+00
-2.3581901E-02,1.18457E+00
-2.3580979E-02,1.21387E+00
-2.3580058E-02,1.17480E+00
-2.3579136E-02,1.19434E+00
-2.3578214E-02,1.17480E+00
-2.3577293E-02,1.20410E+00
-2.3576371E-02,1.16504E+00
-2.3575450E-02,1.17480E+00
-2.3574528E-02,1.16504E+00
-2.3573606E-02,1.15527E+00
-2.3572685E-02,1.14551E+00
-2.3571763E-02,1.14551E+00
-2.3570842E-02,1.16504E+00
-2.3569920E-02,1.13574E+00
-2.3568998E-02,1.12598E+00
-2.3568077E-02,1.17480E+00
-2.3567155E-02,1.14551E+00
-2.3566234E-02,1.12598E+00
-2.3565312E-02,1.14551E+00
-2.3564390E-02,1.12598E+00
-2.3563469E-02,1.11621E+00
-2.3562547E-02,1.12598E+00
-2.3561626E-02,1.07715E+00
-2.3560704E-02,1.11621E+00
-2.3559782E-02,1.12598E+00
-2.3558861E-02,1.11621E+00
-2.3557939E-02,1.06738E+00
-2.3557018E-02,1.06738E+00
-2.3556096E-02,1.07715E+00
-2.3555174E-02,1.10645E+00
-2.3554253E-02,1.09668E+00
-2.3553331E-02,1.06738E+00
-2.3552410E-02,1.09668E+00
-2.3551488E-02,1.10645E+00
-2.3550566E-02,1.08691E+00
-2.3549645E-02,1.05762E+00
-2.3548723E-02,1.07715E+00
-2.3547802E-02,1.04785E+00
-2.3546880E-02,1.06738E+00
-2.3545958E-02,1.04785E+00
-2.3545037E-02,1.04785E+00
-2.3544115E-02,1.05762E+00
-2.3543194E-02,1.05762E+00
-2.3542272E-02,1.07715E+00
-2.3541350E-02,1.01855E+00
-2.3540429E-02,1.03809E+00
-2.3539507E-02,1.05762E+00
-2.3538586E-02,1.03809E+00
-2.3537664E-02,1.01855E+00
-2.3536742E-02,9.79492E-01
-2.3535821E-02,1.01855E+00
-2.3534899E-02,1.03809E+00
-2.3533978E-02,1.02832E+00
-2.3533056E-02,1.03809E+00
-2.3532134E-02,1.00879E+00
-2.3531213E-02,9.89258E-01
-2.3530291E-02,9.99023E-01
-2.3529370E-02,1.01855E+00
-2.3528448E-02,9.99023E-01
-2.3527526E-02,9.59961E-01
-2.3526605E-02,1.00879E+00
-2.3525683E-02,9.99023E-01
-2.3524762E-02,9.50195E-01
-2.3523840E-02,9.89258E-01
-2.3522918E-02,9.99023E-01
-2.3521997E-02,9.79492E-01
-2.3521075E-02,9.89258E-01
-2.3520154E-02,9.69727E-01
-2.3519232E-02,9.69727E-01
-2.3518310E-02,9.79492E-01
-2.3517389E-02,9.50195E-01
-2.3516467E-02,9.50195E-01
-2.3515546E-02,9.89258E-01
-2.3514624E-02,9.50195E-01
-2.3513702E-02,9.59961E-01
-2.3512781E-02,9.30664E-01
-2.3511859E-02,9.50195E-01
-2.3510938E-02,9.30664E-01
-2.3510016E-02,9.20898E-01
-2.3509094E-02,9.40430E-01
-2.3508173E-02,9.50195E-01
-2.3507251E-02,9.30664E-01
-2.3506330E-02,9.50195E-01
-2.3505408E-02,9.40430E-01
-2.3504486E-02,9.20898E-01
-2.3503565E-02,9.20898E-01
-2.3502643E-02,9.30664E-01
-2.3501722E-02,9.11133E-01
-2.3500800E-02,8.91602E-01
-2.3499878E-02,9.20898E-01
-2.3498957E-02,9.20898E-01
-2.3498035E-02,9.01367E-01
-2.3497114E-02,8.91602E-01
-2.3496192E-02,8.91602E-01
-2.3495270E-02,8.52539E-01
-2.3494349E-02,9.01367E-01
-2.3493427E-02,8.81836E-01
-2.3492506E-02,9.11133E-01
-2.3491584E-02,8.91602E-01
-2.3490662E-02,9.11133E-01
-2.3489741E-02,9.20898E-01
-2.3488819E-02,8.62305E-01
-2.3487898E-02,8.91602E-01
-2.3486976E-02,8.42773E-01
-2.3486054E-02,8.62305E-01
-2.3485133E-02,8.81836E-01
-2.3484211E-02,8.81836E-01
-2.3483290E-02,8.72070E-01
-2.3482368E-02,8.62305E-01
-2.3481446E-02,8.52539E-01
-2.3480525E-02,8.62305E-01
-2.3479603E-02,8.42773E-01
-2.3478682E-02,8.23242E-01
-2.3477760E-02,7.84180E-01
-2.3476838E-02,8.42773E-01
-2.3475917E-02,8.42773E-01
-2.3474995E-02,8.23242E-01
-2.3474074E-02,8.23242E-01
-2.3473152E-02,8.23242E-01
-2.3472230E-02,8.23242E-01
-2.3471309E-02,8.13477E-01
-2.3470387E-02,8.03711E-01
-2.3469466E-02,8.03711E-01
-2.3468544E-02,8.13477E-01
-2.3467622E-02,8.03711E-01
-2.3466701E-02,7.84180E-01
-2.3465779E-02,7.84180E-01
-2.3464858E-02,7.84180E-01
-2.3463936E-02,7.84180E-01
-2.3463014E-02,7.84180E-01
-2.3462093E-02,8.13477E-01
-2.3461171E-02,7.84180E-01
-2.3460250E-02,7.64648E-01
-2.3459328E-02,7.54883E-01
-2.3458406E-02,7.84180E-01
-2.3457485E-02,8.13477E-01
-2.3456563E-02,7.84180E-01
-2.3455642E-02,7.84180E-01
-2.3454720E-02,7.74414E-01
-2.3453798E-02,7.64648E-01
-2.3452877E-02,7.84180E-01
-2.3451955E-02,7.64648E-01
-2.3451034E-02,7.45117E-01
-2.3450112E-02,7.64648E-01
-2.3449190E-02,7.64648E-01
-2.3448269E-02,7.45117E-01
-2.3447347E-02,7.25586E-01
-2.3446426E-02,7.74414E-01
-2.3445504E-02,7.25586E-01
-2.3444582E-02,7.35352E-01
-2.3443661E-02,7.45117E-01
-2.3442739E-02,7.74414E-01
-2.3441818E-02,7.35352E-01
-2.3440896E-02,7.25586E-01
-2.3439974E-02,7.35352E-01
-2.3439053E-02,6.96289E-01
-2.3438131E-02,7.15820E-01
-2.3437210E-02,7.15820E-01
-2.3436288E-02,7.45117E-01
-2.3435366E-02,7.35352E-01
-2.3434445E-02,7.45117E-01
-2.3433523E-02,7.15820E-01
-2.3432602E-02,7.06055E-01
-2.3431680E-02,7.06055E-01
-2.3430758E-02,7.06055E-01
-2.3429837E-02,7.06055E-01
-2.3428915E-02,7.06055E-01
-2.3427994E-02,6.96289E-01
-2.3427072E-02,7.06055E-01
-2.3426150E-02,6.76758E-01
-2.3425229E-02,7.06055E-01
-2.3424307E-02,7.06055E-01
-2.3423386E-02,6.96289E-01
-2.3422464E-02,6.76758E-01
-2.3421542E-02,6.96289E-01
-2.3420621E-02,6.86523E-01
-2.3419699E-02,6.47461E-01
-2.3418778E-02,6.66992E-01
-2.3417856E-02,6.37695E-01
-2.3416934E-02,6.86523E-01
-2.3416013E-02,6.47461E-01
-2.3415091E-02,6.47461E-01
-2.3414170E-02,6.47461E-01
-2.3413248E-02,6.37695E-01
-2.3412326E-02,6.57227E-01
-2.3411405E-02,6.47461E-01
-2.3410483E-02,6.66992E-01
-2.3409562E-02,6.37695E-01
-2.3408640E-02,6.37695E-01
-2.3407718E-02,6.18164E-01
-2.3406797E-02,6.27930E-01
-2.3405875E-02,6.66992E-01
-2.3404954E-02,6.18164E-01
-2.3404032E-02,6.37695E-01
-2.3403110E-02,6.08398E-01
-2.3402189E-02,6.27930E-01
-2.3401267E-02,5.69336E-01
-2.3400346E-02,6.27930E-01
-2.3399424E-02,5.98633E-01
-2.3398502E-02,6.47461E-01
-2.3397581E-02,5.79102E-01
-2.3396659E-02,5.98633E-01
-2.3395738E-02,6.08398E-01
-2.3394816E-02,5.88867E-01
-2.3393894E-02,5.98633E-01
-2.3392973E-02,5.69336E-01
-2.3392051E-02,6.27930E-01
-2.3391130E-02,5.88867E-01
-2.3390208E-02,6.08398E-01
-2.3389286E-02,5.98633E-01
-2.3388365E-02,5.88867E-01
-2.3387443E-02,5.88867E-01
-2.3386522E-02,5.79102E-01
-2.3385600E-02,5.69336E-01
-2.3384678E-02,5.88867E-01
-2.3383757E-02,5.69336E-01
-2.3382835E-02,5.88867E-01
-2.3381914E-02,5.88867E-01
-2.3380992E-02,5.88867E-01
-2.3380070E-02,5.49805E-01
-2.3379149E-02,5.40039E-01
-2.3378227E-02,5.59570E-01
-2.3377306E-02,5.69336E-01
-2.3376384E-02,5.69336E-01
-2.3375462E-02,5.40039E-01
-2.3374541E-02,5.59570E-01
-2.3373619E-02,5.59570E-01
-2.3372698E-02,5.59570E-01
-2.3371776E-02,5.69336E-01
-2.3370854E-02,5.49805E-01
-2.3369933E-02,5.40039E-01
-2.3369011E-02,5.30273E-01
-2.3368090E-02,5.30273E-01
-2.3367168E-02,5.30273E-01
-2.3366246E-02,5.40039E-01
-2.3365325E-02,5.10742E-01
-2.3364403E-02,5.59570E-01
-2.3363482E-02,5.20508E-01
-2.3362560E-02,4.91211E-01
-2.3361638E-02,5.20508E-01
-2.3360717E-02,5.00977E-01
-2.3359795E-02,5.00977E-01
-2.3358874E-02,5.40039E-01
-2.3357952E-02,5.00977E-01
-2.3357030E-02,5.00977E-01
-2.3356109E-02,5.30273E-01
-2.3355187E-02,5.00977E-01
-2.3354266E-02,5.10742E-01
-2.3353344E-02,5.00977E-01
-2.3352422E-02,5.00977E-01
-2.3351501E-02,4.71680E-01
-2.3350579E-02,5.00977E-01
-2.3349658E-02,4.61914E-01
-2.3348736E-02,4.91211E-01
-2.3347814E-02,4.81445E-01
-2.3346893E-02,4.91211E-01
-2.3345971E-02,5.00977E-01
-2.3345050E-02,5.10742E-01
-2.3344128E-02,4.91211E-01
-2.3343206E-02,4.61914E-01
-2.3342285E-02,4.52148E-01
-2.3341363E-02,4.61914E-01
-2.3340442E-02,4.61914E-01
-2.3339520E-02,4.61914E-01
-2.3338598E-02,4.52148E-01
-2.3337677E-02,4.81445E-01
-2.3336755E-02,4.81445E-01
-2.3335834E-02,4.81445E-01
-2.3334912E-02,4.71680E-01
-2.3333990E-02,4.52148E-01
-2.3333069E-02,4.71680E-01
-2.3332147E-02,4.52148E-01
-2.3331226E-02,4.91211E-01
-2.3330304E-02,4.81445E-01
-2.3329382E-02,4.71680E-01
-2.3328461E-02,4.32617E-01
-2.3327539E-02,4.42383E-01
-2.3326618E-02,4.71680E-01
-2.3325696E-02,4.42383E-01
-2.3324774E-02,4.42383E-01
-2.3323853E-02,4.42383E-01
-2.3322931E-02,4.52148E-01
-2.3322010E-02,4.22852E-01
-2.3321088E-02,4.42383E-01
-2.3320166E-02,4.22852E-01
-2.3319245E-02,4.61914E-01
-2.3318323E-02,4.03320E-01
-2.3317402E-02,4.22852E-01
-2.3316480E-02,4.22852E-01
-2.3315558E-02,4.03320E-01
-2.3314637E-02,4.13086E-01
-2.3313715E-02,3.93555E-01
-2.3312794E-02,4.22852E-01
-2.3311872E-02,3.93555E-01
-2.3310950E-02,3.93555E-01
-2.3310029E-02,4.03320E-01
-2.3309107E-02,3.83789E-01
-2.3308186E-02,3.93555E-01
-2.3307264E-02,3.93555E-01
-2.3306342E-02,4.22852E-01
-2.3305421E-02,4.32617E-01
-2.3304499E-02,4.03320E-01
-2.3303578E-02,4.22852E-01
-2.3302656E-02,4.22852E-01
-2.3301734E-02,3.93555E-01
-2.3300813E-02,3.93555E-01
-2.3299891E-02,3.83789E-01
-2.3298970E-02,3.93555E-01
-2.3298048E-02,3.83789E-01
-2.3297126E-02,3.93555E-01
-2.3296205E-02,3.64258E-01
-2.3295283E-02,3.93555E-01
-2.3294362E-02,3.83789E-01
-2.3293440E-02,3.83789E-01
-2.3292518E-02,3.74023E-01
-2.3291597E-02,3.44727E-01
-2.3290675E-02,3.93555E-01
-2.3289754E-02,3.54492E-01
-2.3288832E-02,3.74023E-01
-2.3287910E-02,3.64258E-01
-2.3286989E-02,3.64258E-01
-2.3286067E-02,3.83789E-01
-2.3285146E-02,3.54492E-01
-2.3284224E-02,3.54492E-01
-2.3283302E-02,3.64258E-01
-2.3282381E-02,3.54492E-01
-2.3281459E-02,3.44727E-01
-2.3280538E-02,3.54492E-01
-2.3279616E-02,3.54492E-01
-2.3278694E-02,3.34961E-01
-2.3277773E-02,3.54492E-01
-2.3276851E-02,3.54492E-01
-2.3275930E-02,3.64258E-01
-2.3275008E-02,3.34961E-01
-2.3274086E-02,3.54492E-01
-2.3273165E-02,3.34961E-01
-2.3272243E-02,3.54492E-01
-2.3271322E-02,3.44727E-01
-2.3270400E-02,3.54492E-01
-2.3269478E-02,3.15430E-01
-2.3268557E-02,3.44727E-01
-2.3267635E-02,3.25195E-01
-2.3266714E-02,3.15430E-01
-2.3265792E-02,3.34961E-01
-2.3264870E-02,3.15430E-01
-2.3263949E-02,3.34961E-01
-2.3263027E-02,3.15430E-01
-2.3262106E-02,3.15430E-01
-2.3261184E-02,3.25195E-01
-2.3260262E-02,2.95898E-01
-2.3259341E-02,2.86133E-01
-2.3258419E-02,3.25195E-01
-2.3257498E-02,2.95898E-01
-2.3256576E-02,3.05664E-01
-2.3255654E-02,3.15430E-01
-2.3254733E-02,3.25195E-01
-2.3253811E-02,2.95898E-01
-2.3252890E-02,3.05664E-01
-2.3251968E-02,2.95898E-01
-2.3251046E-02,2.86133E-01
-2.3250125E-02,2.86133E-01
-2.3249203E-02,2.86133E-01
-2.3248282E-02,3.34961E-01
-2.3247360E-02,2.86133E-01
-2.3246438E-02,3.15430E-01
-2.3245517E-02,2.86133E-01
-2.3244595E-02,2.86133E-01
-2.3243674E-02,3.15430E-01
-2.3242752E-02,2.95898E-01
-2.3241830E-02,2.76367E-01
-2.3240909E-02,2.86133E-01
-2.3239987E-02,2.95898E-01
-2.3239066E-02,2.56836E-01
-2.3238144E-02,3.15430E-01
-2.3237222E-02,2.86133E-01
-2.3236301E-02,2.86133E-01
-2.3235379E-02,3.34961E-01
-2.3234458E-02,2.76367E-01
-2.3233536E-02,2.76367E-01
-2.3232614E-02,2.76367E-01
-2.3231693E-02,2.56836E-01
-2.3230771E-02,2.86133E-01
-2.3229850E-02,2.76367E-01
-2.3228928E-02,2.56836E-01
-2.3228006E-02,2.56836E-01
-2.3227085E-02,2.66602E-01
-2.3226163E-02,2.86133E-01
-2.3225242E-02,2.86133E-01
-2.3224320E-02,2.66602E-01
-2.3223398E-02,2.37305E-01
-2.3222477E-02,2.27539E-01
-2.3221555E-02,2.56836E-01
-2.3220634E-02,2.66602E-01
-2.3219712E-02,2.66602E-01
-2.3218790E-02,2.86133E-01
-2.3217869E-02,2.56836E-01
-2.3216947E-02,2.86133E-01
-2.3216026E-02,2.47070E-01
-2.3215104E-02,2.56836E-01
-2.3214182E-02,2.66602E-01
-2.3213261E-02,2.66602E-01
-2.3212339E-02,2.56836E-01
-2.3211418E-02,2.37305E-01
-2.3210496E-02,2.66602E-01
-2.3209574E-02,2.27539E-01
-2.3208653E-02,2.37305E-01
-2.3207731E-02,2.17773E-01
-2.3206810E-02,2.27539E-01
-2.3205888E-02,2.27539E-01
-2.3204966E-02,2.56836E-01
-2.3204045E-02,2.27539E-01
-2.3203123E-02,2.37305E-01
-2.3202202E-02,2.66602E-01
-2.3201280E-02,1.98242E-01
-2.3200358E-02,2.37305E-01
-2.3199437E-02,2.08008E-01
-2.3198515E-02,2.17773E-01
-2.3197594E-02,2.08008E-01
-2.3196672E-02,2.17773E-01
-2.3195750E-02,1.98242E-01
-2.3194829E-02,2.56836E-01
-2.3193907E-02,2.17773E-01
-2.3192986E-02,2.08008E-01
-2.3192064E-02,2.17773E-01
-2.3191142E-02,1.88477E-01
-2.3190221E-02,2.27539E-01
-2.3189299E-02,2.17773E-01
-2.3188378E-02,1.98242E-01
-2.3187456E-02,2.27539E-01
-2.3186534E-02,2.17773E-01
-2.3185613E-02,2.37305E-01
-2.3184691E-02,2.37305E-01
-2.3183770E-02,2.66602E-01
-2.3182848E-02,1.98242E-01
-2.3181926E-02,2.08008E-01
-2.3181005E-02,1.78711E-01
-2.3180083E-02,2.08008E-01
-2.3179162E-02,1.78711E-01
-2.3178240E-02,2.08008E-01
-2.3177318E-02,2.08008E-01
-2.3176397E-02,1.68945E-01
-2.3175475E-02,1.88477E-01
-2.3174554E-02,1.68945E-01
-2.3173632E-02,1.68945E-01
-2.3172710E-02,1.88477E-01
-2.3171789E-02,1.88477E-01
-2.3170867E-02,1.78711E-01
-2.3169946E-02,1.98242E-01
-2.3169024E-02,1.78711E-01
-2.3168102E-02,1.78711E-01
-2.3167181E-02,2.27539E-01
-2.3166259E-02,2.08008E-01
-2.3165338E-02,2.66602E-01
-2.3164416E-02,1.68945E-01
-2.3163494E-02,1.59180E-01
-2.3162573E-02,1.59180E-01
-2.3161651E-02,1.78711E-01
-2.3160730E-02,1.68945E-01
-2.3159808E-02,1.78711E-01
-2.3158886E-02,1.98242E-01
-2.3157965E-02,1.78711E-01
-2.3157043E-02,1.68945E-01
-2.3156122E-02,1.68945E-01
-2.3155200E-02,1.78711E-01
-2.3154278E-02,1.88477E-01
-2.3153357E-02,1.68945E-01
-2.3152435E-02,1.68945E-01
-2.3151514E-02,1.68945E-01
-2.3150592E-02,1.78711E-01
-2.3149670E-02,1.78711E-01
-2.3148749E-02,1.49414E-01
-2.3147827E-02,1.78711E-01
-2.3146906E-02,1.49414E-01
-2.3145984E-02,1.68945E-01
-2.3145062E-02,1.68945E-01
-2.3144141E-02,1.68945E-01
-2.3143219E-02,1.88477E-01
-2.3142298E-02,1.68945E-01
-2.3141376E-02,1.68945E-01
-2.3140454E-02,1.88477E-01
-2.3139533E-02,1.39648E-01
-2.3138611E-02,1.49414E-01
-2.3137690E-02,1.88477E-01
-2.3136768E-02,1.59180E-01
-2.3135846E-02,1.49414E-01
-2.3134925E-02,1.59180E-01
-2.3134003E-02,1.20117E-01
-2.3133082E-02,1.68945E-01
-2.3132160E-02,1.39648E-01
-2.3131238E-02,1.68945E-01
-2.3130317E-02,1.29883E-01
-2.3129395E-02,1.20117E-01
-2.3128474E-02,1.49414E-01
-2.3127552E-02,1.59180E-01
-2.3126630E-02,1.49414E-01
-2.3125709E-02,1.39648E-01
-2.3124787E-02,1.49414E-01
-2.3123866E-02,1.39648E-01
-2.3122944E-02,1.39648E-01
-2.3122022E-02,1.68945E-01
-2.3121101E-02,1.59180E-01
-2.3120179E-02,1.59180E-01
-2.3119258E-02,1.59180E-01
-2.3118336E-02,1.59180E-01
-2.3117414E-02,1.68945E-01
-2.3116493E-02,1.39648E-01
-2.3115571E-02,1.39648E-01
-2.3114650E-02,1.49414E-01
-2.3113728E-02,1.39648E-01
-2.3112806E-02,1.39648E-01
-2.3111885E-02,1.39648E-01
-2.3110963E-02,1.78711E-01
-2.3110042E-02,1.39648E-01
-2.3109120E-02,1.20117E-01
-2.3108198E-02,1.49414E-01
-2.3107277E-02,1.39648E-01
-2.3106355E-02,1.49414E-01
-2.3105434E-02,1.10352E-01
-2.3104512E-02,1.78711E-01
-2.3103590E-02,1.29883E-01
-2.3102669E-02,1.20117E-01
-2.3101747E-02,1.00586E-01
-2.3100826E-02,1.29883E-01
-2.3099904E-02,1.59180E-01
-2.3098982E-02,1.59180E-01
-2.3098061E-02,1.49414E-01
-2.3097139E-02,1.68945E-01
-2.3096218E-02,1.59180E-01
-2.3095296E-02,1.68945E-01
-2.3094374E-02,1.39648E-01
-2.3093453E-02,1.29883E-01
-2.3092531E-02,1.20117E-01
-2.3091610E-02,1.39648E-01
-2.3090688E-02,1.39648E-01
-2.3089766E-02,1.20117E-01
-2.3088845E-02,1.59180E-01
-2.3087923E-02,1.59180E-01
-2.3087002E-02,1.39648E-01
-2.3086080E-02,1.59180E-01
-2.3085158E-02,1.00586E-01
-2.3084237E-02,1.20117E-01
-2.3083315E-02,1.68945E-01
-2.3082394E-02,1.29883E-01
-2.3081472E-02,1.29883E-01
-2.3080550E-02,1.39648E-01
-2.3079629E-02,1.00586E-01
