in s,C1 in V
-1.0683187E-02,9.30664E-01
-1.0682266E-02,8.72070E-01
-1.0681344E-02,8.91602E-01
-1.0680422E-02,9.20898E-01
-1.0679501E-02,8.62305E-01
-1.0678579E-02,8.91602E-01
-1.0677658E-02,9.01367E-01
-1.0676736E-02,8.91602E-01
-1.0675814E-02,8.91602E-01
-1.0674893E-02,9.11133E-01
-1.0673971E-02,8.91602E-01
-1.0673050E-02,8.72070E-01
-1.0672128E-02,9.01367E-01
-1.0671206E-02,8.62305E-01
-1.0670285E-02,9.20898E-01
-1.0669363E-02,8.81836E-01
-1.0668442E-02,8.62305E-01
-1.0667520E-02,8.62305E-01
-1.0666598E-02,8.52539E-01
-1.0665677E-02,8.62305E-01
-1.0664755E-02,8.62305E-01
-1.0663834E-02,8.33008E-01
-1.0662912E-02,8.52539E-01
-1.0661990E-02,8.23242E-01
-1.0661069E-02,8.52539E-01
-1.0660147E-02,8.52539E-01
-1.0659226E-02,8.52539E-01
-1.0658304E-02,8.42773E-01
-1.0657382E-02,8.23242E-01
-1.0656461E-02,8.72070E-01
-1.0655539E-02,8.23242E-01
-1.0654618E-02,8.42773E-01
-1.0653696E-02,8.13477E-01
-1.0652774E-02,8.13477E-01
-1.0651853E-02,7.84180E-01
-1.0650931E-02,8.03711E-01
-1.0650010E-02,8.23242E-01
-1.0649088E-02,8.42773E-01
-1.0648166E-02,8.13477E-01
-1.0647245E-02,7.84180E-01
-1.0646323E-02,8.33008E-01
-1.0645402E-02,8.23242E-01
-1.0644480E-02,8.33008E-01
-1.0643558E-02,7.74414E-01
-1.0642637E-02,7.84180E-01
-1.0641715E-02,8.13477E-01
-1.0640794E-02,7.54883E-01
-1.0639872E-02,8.23242E-01
-1.0638950E-02,7.54883E-01
-1.0638029E-02,7.93945E-01
-1.0637107E-02,7.74414E-01
-1.0636186E-02,7.74414E-01
-1.0635264E-02,7.54883E-01
-1.0634342E-02,7.93945E-01
-1.0633421E-02,7.54883E-01
-1.0632499E-02,7.35352E-01
-1.0631578E-02,7.74414E-01
-1.0630656E-02,7.64648E-01
-1.0629734E-02,7.64648E-01
-1.0628813E-02,7.74414E-01
-1.0627891E-02,7.74414E-01
-1.0626970E-02,8.52539E-01
-1.0626048E-02,7.15820E-01
-1.0625126E-02,7.15820E-01
-1.0624205E-02,6.96289E-01
-1.0623283E-02,7.45117E-01
-1.0622362E-02,7.64648E-01
-1.0621440E-02,7.35352E-01
-1.0620518E-02,7.54883E-01
-1.0619597E-02,7.25586E-01
-1.0618675E-02,7.15820E-01
-1.0617754E-02,7.45117E-01
-1.0616832E-02,7.15820E-01
-1.0615910E-02,6.96289E-01
-1.0614989E-02,7.25586E-01
-1.0614067E-02,7.06055E-01
-1.0613146E-02,7.25586E-01
-1.0612224E-02,7.06055E-01
-1.0611302E-02,7.06055E-01
-1.0610381E-02,7.25586E-01
-1.0609459E-02,6.76758E-01
-1.0608538E-02,6.86523E-01
-1.0607616E-02,6.76758E-01
-1.0606694E-02,6.86523E-01
-1.0605773E-02,6.76758E-01
-1.0604851E-02,6.66992E-01
-1.0603930E-02,6.76758E-01
-1.0603008E-02,6.57227E-01
-1.0602086E-02,6.76758E-01
-1.0601165E-02,7.06055E-01
-1.0600243E-02,6.76758E-01
-1.0599322E-02,6.66992E-01
-1.0598400E-02,6.27930E-01
-1.0597478E-02,6.37695E-01
-1.0596557E-02,6.66992E-01
-1.0595635E-02,6.66992E-01
-1.0594714E-02,6.37695E-01
-1.0593792E-02,6.57227E-01
-1.0592870E-02,6.37695E-01
-1.0591949E-02,6.37695E-01
-1.0591027E-02,6.66992E-01
-1.0590106E-02,6.76758E-01
-1.0589184E-02,6.08398E-01
-1.0588262E-02,6.27930E-01
-1.0587341E-02,6.37695E-01
-1.0586419E-02,6.37695E-01
-1.0585498E-02,6.37695E-01
-1.0584576E-02,6.08398E-01
-1.0583654E-02,6.37695E-01
-1.0582733E-02,6.27930E-01
-1.0581811E-02,6.18164E-01
-1.0580890E-02,6.08398E-01
-1.0579968E-02,5.79102E-01
-1.0579046E-02,6.27930E-01
-1.0578125E-02,6.27930E-01
-1.0577203E-02,5.88867E-01
-1.0576282E-02,6.18164E-01
-1.0575360E-02,5.98633E-01
-1.0574438E-02,6.27930E-01
-1.0573517E-02,5.79102E-01
-1.0572595E-02,6.08398E-01
-1.0571674E-02,6.08398E-01
-1.0570752E-02,5.59570E-01
-1.0569830E-02,5.40039E-01
-1.0568909E-02,5.20508E-01
-1.0567987E-02,5.88867E-01
-1.0567066E-02,5.88867E-01
-1.0566144E-02,6.08398E-01
-1.0565222E-02,5.98633E-01
-1.0564301E-02,5.69336E-01
-1.0563379E-02,5.79102E-01
-1.0562458E-02,6.08398E-01
-1.0561536E-02,5.40039E-01
-1.0560614E-02,5.98633E-01
-1.0559693E-02,5.69336E-01
-1.0558771E-02,5.88867E-01
-1.0557850E-02,5.98633E-01
-1.0556928E-02,5.59570E-01
-1.0556006E-02,5.30273E-01
-1.0555085E-02,5.69336E-01
-1.0554163E-02,5.30273E-01
-1.0553242E-02,5.69336E-01
-1.0552320E-02,5.59570E-01
-1.0551398E-02,5.69336E-01
-1.0550477E-02,5.79102E-01
-1.0549555E-02,5.79102E-01
-1.0548634E-02,5.10742E-01
-1.0547712E-02,5.40039E-01
-1.0546790E-02,5.20508E-01
-1.0545869E-02,5.49805E-01
-1.0544947E-02,5.30273E-01
-1.0544026E-02,5.00977E-01
-1.0543104E-02,4.91211E-01
-1.0542182E-02,5.10742E-01
-1.0541261E-02,5.10742E-01
-1.0540339E-02,5.20508E-01
-1.0539418E-02,5.00977E-01
-1.0538496E-02,5.40039E-01
-1.0537574E-02,5.40039E-01
-1.0536653E-02,5.00977E-01
-1.0535731E-02,5.40039E-01
-1.0534810E-02,5.00977E-01
-1.0533888E-02,5.40039E-01
-1.0532966E-02,4.91211E-01
-1.0532045E-02,4.91211E-01
-1.0531123E-02,5.00977E-01
-1.0530202E-02,4.91211E-01
-1.0529280E-02,5.10742E-01
-1.0528358E-02,4.91211E-01
-1.0527437E-02,4.61914E-01
-1.0526515E-02,4.91211E-01
-1.0525594E-02,4.81445E-01
-1.0524672E-02,4.91211E-01
-1.0523750E-02,4.81445E-01
-1.0522829E-02,4.52148E-01
-1.0521907E-02,5.10742E-01
-1.0520986E-02,4.81445E-01
-1.0520064E-02,4.91211E-01
-1.0519142E-02,4.81445E-01
-1.0518221E-02,4.71680E-01
-1.0517299E-02,4.71680E-01
-1.0516378E-02,4.61914E-01
-1.0515456E-02,4.22852E-01
-1.0514534E-02,4.61914E-01
-1.0513613E-02,4.42383E-01
-1.0512691E-02,4.32617E-01
-1.0511770E-02,4.22852E-01
-1.0510848E-02,4.03320E-01
-1.0509926E-02,4.42383E-01
-1.0509005E-02,4.61914E-01
-1.0508083E-02,4.32617E-01
-1.0507162E-02,4.32617E-01
-1.0506240E-02,4.61914E-01
-1.0505318E-02,3.93555E-01
-1.0504397E-02,4.32617E-01
-1.0503475E-02,4.13086E-01
-1.0502554E-02,4.32617E-01
-1.0501632E-02,4.13086E-01
-1.0500710E-02,4.32617E-01
-1.0499789E-02,4.22852E-01
-1.0498867E-02,4.13086E-01
-1.0497946E-02,4.22852E-01
-1.0497024E-02,4.22852E-01
-1.0496102E-02,4.03320E-01
-1.0495181E-02,4.22852E-01
-1.0494259E-02,4.22852E-01
-1.0493338E-02,4.13086E-01
-1.0492416E-02,4.13086E-01
-1.0491494E-02,4.13086E-01
-1.0490573E-02,4.03320E-01
-1.0489651E-02,4.03320E-01
-1.0488730E-02,4.32617E-01
-1.0487808E-02,4.22852E-01
-1.0486886E-02,4.13086E-01
-1.0485965E-02,4.13086E-01
-1.0485043E-02,4.03320E-01
-1.0484122E-02,4.03320E-01
-1.0483200E-02,4.13086E-01
-1.0482278E-02,4.03320E-01
-1.0481357E-02,3.74023E-01
-1.0480435E-02,3.83789E-01
-1.0479514E-02,3.54492E-01
-1.0478592E-02,3.93555E-01
-1.0477670E-02,3.93555E-01
-1.0476749E-02,4.13086E-01
-1.0475827E-02,3.93555E-01
-1.0474906E-02,3.93555E-01
-1.0473984E-02,3.83789E-01
-1.0473062E-02,3.93555E-01
-1.0472141E-02,3.93555E-01
-1.0471219E-02,3.83789E-01
-1.0470298E-02,3.74023E-01
-1.0469376E-02,3.64258E-01
-1.0468454E-02,3.93555E-01
-1.0467533E-02,3.74023E-01
-1.0466611E-02,3.83789E-01
-1.0465690E-02,3.83789E-01
-1.0464768E-02,3.54492E-01
-1.0463846E-02,3.05664E-01
-1.0462925E-02,3.83789E-01
-1.0462003E-02,3.54492E-01
-1.0461082E-02,3.54492E-01
-1.0460160E-02,3.64258E-01
-1.0459238E-02,3.15430E-01
-1.0458317E-02,3.54492E-01
-1.0457395E-02,3.34961E-01
-1.0456474E-02,3.44727E-01
-1.0455552E-02,3.64258E-01
-1.0454630E-02,3.54492E-01
-1.0453709E-02,3.83789E-01
-1.0452787E-02,3.25195E-01
-1.0451866E-02,2.95898E-01
-1.0450944E-02,3.15430E-01
-1.0450022E-02,3.15430E-01
-1.0449101E-02,3.15430E-01
-1.0448179E-02,2.95898E-01
-1.0447258E-02,3.54492E-01
-1.0446336E-02,3.44727E-01
-1.0445414E-02,3.54492E-01
-1.0444493E-02,3.44727E-01
-1.0443571E-02,3.25195E-01
-1.0442650E-02,3.15430E-01
-1.0441728E-02,3.15430E-01
-1.0440806E-02,3.15430E-01
-1.0439885E-02,3.34961E-01
-1.0438963E-02,3.25195E-01
-1.0438042E-02,3.15430E-01
-1.0437120E-02,3.15430E-01
-1.0436198E-02,3.15430E-01
-1.0435277E-02,3.15430E-01
-1.0434355E-02,2.95898E-01
-1.0433434E-02,3.34961E-01
-1.0432512E-02,2.86133E-01
-1.0431590E-02,3.15430E-01
-1.0430669E-02,3.15430E-01
-1.0429747E-02,3.15430E-01
-1.0428826E-02,3.15430E-01
-1.0427904E-02,2.86133E-01
-1.0426982E-02,2.86133E-01
-1.0426061E-02,2.86133E-01
-1.0425139E-02,3.15430E-01
-1.0424218E-02,3.05664E-01
-1.0423296E-02,2.86133E-01
-1.0422374E-02,2.95898E-01
-1.0421453E-02,3.34961E-01
-1.0420531E-02,2.66602E-01
-1.0419610E-02,3.15430E-01
-1.0418688E-02,2.76367E-01
-1.0417766E-02,2.37305E-01
-1.0416845E-02,2.47070E-01
-1.0415923E-02,2.86133E-01
-1.0415002E-02,2.86133E-01
-1.0414080E-02,2.86133E-01
-1.0413158E-02,3.15430E-01
-1.0412237E-02,3.05664E-01
-1.0411315E-02,2.76367E-01
-1.0410394E-02,3.15430E-01
-1.0409472E-02,2.37305E-01
-1.0408550E-02,2.86133E-01
-1.0407629E-02,2.86133E-01
-1.0406707E-02,2.56836E-01
-1.0405786E-02,2.66602E-01
-1.0404864E-02,2.66602E-01
-1.0403942E-02,2.56836E-01
-1.0403021E-02,2.56836E-01
-1.0402099E-02,2.56836E-01
-1.0401178E-02,2.66602E-01
-1.0400256E-02,2.47070E-01
-1.0399334E-02,2.66602E-01
-1.0398413E-02,2.37305E-01
-1.0397491E-02,2.66602E-01
-1.0396570E-02,2.37305E-01
-1.0395648E-02,2.17773E-01
-1.0394726E-02,2.47070E-01
-1.0393805E-02,2.56836E-01
-1.0392883E-02,2.66602E-01
-1.0391962E-02,2.37305E-01
-1.0391040E-02,2.37305E-01
-1.0390118E-02,2.56836E-01
-1.0389197E-02,2.56836E-01
-1.0388275E-02,2.66602E-01
-1.0387354E-02,2.27539E-01
-1.0386432E-02,2.47070E-01
-1.0385510E-02,2.47070E-01
-1.0384589E-02,2.08008E-01
-1.0383667E-02,2.47070E-01
-1.0382746E-02,2.27539E-01
-1.0381824E-02,2.27539E-01
-1.0380902E-02,2.08008E-01
-1.0379981E-02,2.17773E-01
-1.0379059E-02,2.56836E-01
-1.0378138E-02,2.66602E-01
-1.0377216E-02,2.47070E-01
-1.0376294E-02,2.47070E-01
-1.0375373E-02,2.27539E-01
-1.0374451E-02,2.37305E-01
-1.0373530E-02,2.37305E-01
-1.0372608E-02,2.27539E-01
-1.0371686E-02,2.27539E-01
-1.0370765E-02,2.08008E-01
-1.0369843E-02,1.88477E-01
-1.0368922E-02,2.17773E-01
-1.0368000E-02,2.08008E-01
-1.0367078E-02,1.98242E-01
-1.0366157E-02,2.17773E-01
-1.0365235E-02,2.08008E-01
-1.0364314E-02,2.08008E-01
-1.0363392E-02,2.08008E-01
-1.0362470E-02,1.98242E-01
-1.0361549E-02,1.78711E-01
-1.0360627E-02,2.17773E-01
-1.0359706E-02,1.98242E-01
-1.0358784E-02,2.08008E-01
-1.0357862E-02,1.98242E-01
-1.0356941E-02,1.98242E-01
-1.0356019E-02,2.27539E-01
-1.0355098E-02,1.98242E-01
-1.0354176E-02,1.88477E-01
-1.0353254E-02,1.68945E-01
-1.0352333E-02,1.49414E-01
-1.0351411E-02,1.59180E-01
-1.0350490E-02,2.17773E-01
-1.0349568E-02,2.08008E-01
-1.0348646E-02,2.17773E-01
-1.0347725E-02,1.98242E-01
-1.0346803E-02,1.78711E-01
-1.0345882E-02,2.37305E-01
-1.0344960E-02,2.08008E-01
-1.0344038E-02,1.88477E-01
-1.0343117E-02,2.08008E-01
-1.0342195E-02,1.68945E-01
-1.0341274E-02,1.88477E-01
-1.0340352E-02,1.78711E-01
-1.0339430E-02,1.59180E-01
-1.0338509E-02,1.98242E-01
-1.0337587E-02,1.68945E-01
-1.0336666E-02,1.59180E-01
-1.0335744E-02,2.08008E-01
-1.0334822E-02,1.59180E-01
-1.0333901E-02,1.68945E-01
-1.0332979E-02,1.59180E-01
-1.0332058E-02,1.88477E-01
-1.0331136E-02,1.88477E-01
-1.0330214E-02,1.68945E-01
-1.0329293E-02,1.78711E-01
-1.0328371E-02,1.59180E-01
-1.0327450E-02,1.29883E-01
-1.0326528E-02,1.59180E-01
-1.0325606E-02,1.68945E-01
-1.0324685E-02,1.39648E-01
-1.0323763E-02,1.68945E-01
-1.0322842E-02,1.78711E-01
-1.0321920E-02,1.68945E-01
-1.0320998E-02,1.78711E-01
-1.0320077E-02,1.59180E-01
-1.0319155E-02,1.20117E-01
-1.0318234E-02,1.78711E-01
-1.0317312E-02,1.68945E-01
-1.0316390E-02,1.68945E-01
-1.0315469E-02,1.98242E-01
-1.0314547E-02,1.59180E-01
-1.0313626E-02,1.78711E-01
-1.0312704E-02,1.39648E-01
-1.0311782E-02,1.88477E-01
-1.0310861E-02,1.49414E-01
-1.0309939E-02,1.68945E-01
-1.0309018E-02,1.78711E-01
-1.0308096E-02,1.49414E-01
-1.0307174E-02,1.39648E-01
-1.0306253E-02,1.39648E-01
-1.0305331E-02,1.49414E-01
-1.0304410E-02,1.68945E-01
-1.0303488E-02,1.39648E-01
-1.0302566E-02,1.20117E-01
-1.0301645E-02,1.39648E-01
-1.0300723E-02,1.68945E-01
-1.0299802E-02,1.59180E-01
-1.0298880E-02,1.49414E-01
-1.0297958E-02,1.29883E-01
-1.0297037E-02,1.68945E-01
-1.0296115E-02,1.49414E-01
-1.0295194E-02,1.29883E-01
-1.0294272E-02,1.59180E-01
-1.0293350E-02,1.29883E-01
-1.0292429E-02,1.29883E-01
-1.0291507E-02,1.20117E-01
-1.0290586E-02,1.29883E-01
-1.0289664E-02,1.29883E-01
-1.0288742E-02,1.39648E-01
-1.0287821E-02,1.49414E-01
-1.0286899E-02,1.49414E-01
-1.0285978E-02,1.39648E-01
-1.0285056E-02,1.10352E-01
-1.0284134E-02,1.10352E-01
-1.0283213E-02,1.39648E-01
-1.0282291E-02,1.59180E-01
-1.0281370E-02,1.10352E-01
-1.0280448E-02,1.59180E-01
-1.0279526E-02,1.49414E-01
-1.0278605E-02,1.29883E-01
-1.0277683E-02,1.68945E-01
-1.0276762E-02,1.39648E-01
-1.0275840E-02,1.39648E-01
-1.0274918E-02,1.20117E-01
-1.0273997E-02,1.29883E-01
-1.0273075E-02,1.20117E-01
-1.0272154E-02,1.29883E-01
-1.0271232E-02,1.39648E-01
-1.0270310E-02,1.20117E-01
-1.0269389E-02,8.10547E-02
-1.0268467E-02,1.20117E-01
-1.0267546E-02,1.29883E-01
-1.0266624E-02,9.08203E-02
-1.0265702E-02,1.20117E-01
-1.0264781E-02,1.49414E-01
-1.0263859E-02,1.00586E-01
-1.0262938E-02,1.10352E-01
-1.0262016E-02,1.39648E-01
-1.0261094E-02,1.39648E-01
-1.0260173E-02,1.10352E-01
-1.0259251E-02,1.00586E-01
-1.0258330E-02,1.10352E-01
-1.0257408E-02,1.00586E-01
-1.0256486E-02,1.29883E-01
-1.0255565E-02,1.49414E-01
-1.0254643E-02,1.39648E-01
-1.0253722E-02,1.29883E-01
-1.0252800E-02,1.00586E-01
-1.0251878E-02,1.00586E-01
-1.0250957E-02,1.29883E-01
-1.0250035E-02,1.20117E-01
-1.0249114E-02,9.08203E-02
-1.0248192E-02,1.29883E-01
-1.0247270E-02,1.68945E-01
-1.0246349E-02,1.49414E-01
-1.0245427E-02,1.29883E-01
-1.0244506E-02,1.29883E-01
-1.0243584E-02,1.29883E-01
-1.0242662E-02,1.39648E-01
-1.0241741E-02,1.00586E-01
-1.0240819E-02,1.10352E-01
-1.0239898E-02,1.29883E-01
-1.0238976E-02,1.10352E-01
-1.0238054E-02,1.29883E-01
-1.0237133E-02,1.00586E-01
-1.0236211E-02,1.39648E-01
-1.0235290E-02,1.20117E-01
-1.0234368E-02,1.00586E-01
-1.0233446E-02,9.08203E-02
-1.0232525E-02,1.20117E-01
-1.0231603E-02,1.10352E-01
-1.0230682E-02,1.10352E-01
-1.0229760E-02,1.29883E-01
-1.0228838E-02,1.10352E-01
-1.0227917E-02,1.00586E-01
-1.0226995E-02,1.10352E-01
-1.0226074E-02,1.29883E-01
-1.0225152E-02,8.10547E-02
-1.0224230E-02,1.00586E-01
-1.0223309E-02,9.08203E-02
-1.0222387E-02,9.08203E-02
-1.0221466E-02,1.20117E-01
-1.0220544E-02,1.20117E-01
-1.0219622E-02,1.00586E-01
-1.0218701E-02,1.00586E-01
-1.0217779E-02,1.00586E-01
-1.0216858E-02,1.29883E-01
-1.0215936E-02,9.08203E-02
-1.0215014E-02,6.15234E-02
-1.0214093E-02,7.12891E-02
-1.0213171E-02,1.00586E-01
-1.0212250E-02,1.29883E-01
-1.0211328E-02,1.49414E-01
-1.0210406E-02,1.39648E-01
-1.0209485E-02,1.29883E-01
-1.0208563E-02,1.49414E-01
-1.0207642E-02,1.88477E-01
-1.0206720E-02,9.08203E-02
-1.0205798E-02,1.20117E-01
-1.0204877E-02,1.29883E-01
-1.0203955E-02,1.29883E-01
-1.0203034E-02,1.10352E-01
-1.0202112E-02,1.10352E-01
-1.0201190E-02,1.20117E-01
-1.0200269E-02,1.29883E-01
-1.0199347E-02,7.12891E-02
-1.0198426E-02,1.20117E-01
-1.0197504E-02,9.08203E-02
-1.0196582E-02,1.20117E-01
-1.0195661E-02,7.12891E-02
-1.0194739E-02,1.10352E-01
-1.0193818E-02,1.29883E-01
-1.0192896E-02,1.00586E-01
-1.0191974E-02,1.59180E-01
-1.0191053E-02,8.10547E-02
-1.0190131E-02,1.29883E-01
-1.0189210E-02,1.20117E-01
-1.0188288E-02,1.29883E-01
-1.0187366E-02,7.12891E-02
-1.0186445E-02,1.20117E-01
-1.0185523E-02,1.10352E-01
-1.0184602E-02,1.00586E-01
-1.0183680E-02,1.39648E-01
-1.0182758E-02,1.29883E-01
-1.0181837E-02,1.29883E-01
-1.0180915E-02,1.20117E-01
-1.0179994E-02,7.12891E-02
-1.0179072E-02,1.29883E-01
-1.0178150E-02,1.00586E-01
-1.0177229E-02,1.10352E-01
-1.0176307E-02,1.49414E-01
-1.0175386E-02,1.39648E-01
-1.0174464E-02,1.59180E-01
-1.0173542E-02,1.39648E-01
-1.0172621E-02,9.08203E-02
-1.0171699E-02,1.20117E-01
-1.0170778E-02,1.20117E-01
-1.0169856E-02,1.49414E-01
-1.0168934E-02,1.29883E-01
-1.0168013E-02,1.39648E-01
-1.0167091E-02,1.00586E-01
-1.0166170E-02,1.29883E-01
-1.0165248E-02,1.39648E-01
-1.0164326E-02,1.20117E-01
-1.0163405E-02,1.10352E-01
-1.0162483E-02,1.00586E-01
-1.0161562E-02,1.20117E-01
-1.0160640E-02,1.20117E-01
-1.0159718E-02,1.39648E-01
-1.0158797E-02,1.68945E-01
-1.0157875E-02,1.20117E-01
-1.0156954E-02,1.39648E-01
-1.0156032E-02,1.39648E-01
-1.0155110E-02,1.39648E-01
-1.0154189E-02,1.39648E-01
-1.0153267E-02,1.29883E-01
-1.0152346E-02,1.39648E-01
-1.0151424E-02,1.39648E-01
-1.0150502E-02,1.49414E-01
-1.0149581E-02,1.29883E-01
-1.0148659E-02,1.00586E-01
-1.0147738E-02,1.20117E-01
-1.0146816E-02,1.68945E-01
-1.0145894E-02,1.00586E-01
-1.0144973E-02,8.10547E-02
-1.0144051E-02,1.29883E-01
-1.0143130E-02,1.68945E-01
-1.0142208E-02,1.20117E-01
-1.0141286E-02,1.29883E-01
-1.0140365E-02,1.68945E-01
-1.0139443E-02,1.49414E-01
-1.0138522E-02,1.39648E-01
-1.0137600E-02,1.78711E-01
-1.0136678E-02,1.29883E-01
-1.0135757E-02,1.59180E-01
-1.0134835E-02,1.59180E-01
-1.0133914E-02,1.20117E-01
-1.0132992E-02,1.29883E-01
-1.0132070E-02,1.20117E-01
-1.0131149E-02,1.68945E-01
-1.0130227E-02,1.20117E-01
-1.0129306E-02,1.49414E-01
-1.0128384E-02,1.39648E-01
-1.0127462E-02,1.29883E-01
-1.0126541E-02,1.39648E-01
-1.0125619E-02,1.68945E-01
-1.0124698E-02,1.59180E-01
-1.0123776E-02,1.29883E-01
-1.0122854E-02,1.59180E-01
-1.0121933E-02,1.39648E-01
-1.0121011E-02,1.59180E-01
-1.0120090E-02,1.39648E-01
-1.0119168E-02,8.10547E-02
-1.0118246E-02,1.59180E-01
-1.0117325E-02,1.20117E-01
-1.0116403E-02,1.49414E-01
-1.0115482E-02,1.68945E-01
-1.0114560E-02,1.49414E-01
-1.0113638E-02,1.68945E-01
-1.0112717E-02,1.39648E-01
-1.0111795E-02,1.29883E-01
-1.0110874E-02,1.10352E-01
-1.0109952E-02,7.12891E-02
-1.0109030E-02,1.59180E-01
-1.0108109E-02,1.59180E-01
-1.0107187E-02,1.68945E-01
-1.0106266E-02,1.68945E-01
-1.0105344E-02,1.68945E-01
-1.0104422E-02,1.68945E-01
-1.0103501E-02,1.49414E-01
-1.0102579E-02,1.59180E-01
-1.0101658E-02,1.78711E-01
-1.0100736E-02,1.49414E-01
-1.0099814E-02,1.39648E-01
-1.0098893E-02,1.68945E-01
-1.0097971E-02,1.59180E-01
-1.0097050E-02,1.98242E-01
-1.0096128E-02,1.78711E-01
-1.0095206E-02,1.78711E-01
-1.0094285E-02,1.49414E-01
-1.0093363E-02,1.49414E-01
-1.0092442E-02,1.68945E-01
-1.0091520E-02,1.49414E-01
-1.0090598E-02,1.49414E-01
-1.0089677E-02,1.78711E-01
-1.0088755E-02,1.39648E-01
-1.0087834E-02,1.68945E-01
-1.0086912E-02,1.68945E-01
-1.0085990E-02,1.68945E-01
-1.0085069E-02,1.68945E-01
-1.0084147E-02,2.08008E-01
-1.0083226E-02,1.29883E-01
-1.0082304E-02,1.59180E-01
-1.0081382E-02,1.59180E-01
-1.0080461E-02,1.68945E-01
-1.0079539E-02,1.88477E-01
-1.0078618E-02,1.59180E-01
-1.0077696E-02,1.39648E-01
-1.0076774E-02,1.59180E-01
-1.0075853E-02,1.68945E-01
-1.0074931E-02,2.37305E-01
-1.0074010E-02,1.78711E-01
-1.0073088E-02,1.88477E-01
-1.0072166E-02,1.68945E-01
-1.0071245E-02,2.08008E-01
-1.0070323E-02,1.88477E-01
-1.0069402E-02,1.78711E-01
-1.0068480E-02,1.88477E-01
-1.0067558E-02,1.49414E-01
-1.0066637E-02,1.98242E-01
-1.0065715E-02,1.68945E-01
-1.0064794E-02,1.98242E-01
-1.0063872E-02,1.78711E-01
-1.0062950E-02,1.68945E-01
-1.0062029E-02,1.78711E-01
-1.0061107E-02,1.78711E-01
-1.0060186E-02,1.78711E-01
-1.0059264E-02,1.78711E-01
-1.0058342E-02,1.68945E-01
-1.0057421E-02,1.98242E-01
-1.0056499E-02,1.78711E-01
-1.0055578E-02,1.78711E-01
-1.0054656E-02,2.17773E-01
-1.0053734E-02,1.78711E-01
-1.0052813E-02,2.27539E-01
-1.0051891E-02,2.27539E-01
-1.0050970E-02,1.78711E-01
-1.0050048E-02,1.88477E-01
-1.0049126E-02,2.17773E-01
-1.0048205E-02,2.37305E-01
-1.0047283E-02,1.98242E-01
-1.0046362E-02,1.98242E-01
-1.0045440E-02,1.78711E-01
-1.0044518E-02,1.68945E-01
-1.0043597E-02,2.17773E-01
-1.0042675E-02,2.08008E-01
-1.0041754E-02,2.37305E-01
-1.0040832E-02,2.47070E-01
-1.0039910E-02,2.17773E-01
-1.0038989E-02,2.47070E-01
-1.0038067E-02,2.27539E-01
-1.0037146E-02,2.86133E-01
-1.0036224E-02,2.56836E-01
-1.0035302E-02,2.08008E-01
-1.0034381E-02,2.56836E-01
-1.0033459E-02,2.37305E-01
-1.0032538E-02,2.27539E-01
-1.0031616E-02,2.08008E-01
-1.0030694E-02,2.08008E-01
-1.0029773E-02,1.88477E-01
-1.0028851E-02,2.27539E-01
-1.0027930E-02,2.47070E-01
-1.0027008E-02,2.56836E-01
-1.0026086E-02,2.27539E-01
-1.0025165E-02,2.56836E-01
-1.0024243E-02,2.17773E-01
-1.0023322E-02,2.27539E-01
-1.0022400E-02,2.17773E-01
-1.0021478E-02,2.47070E-01
-1.0020557E-02,2.47070E-01
-1.0019635E-02,2.56836E-01
-1.0018714E-02,2.47070E-01
-1.0017792E-02,2.66602E-01
-1.0016870E-02,2.37305E-01
-1.0015949E-02,2.27539E-01
-1.0015027E-02,2.27539E-01
-1.0014106E-02,2.17773E-01
-1.0013184E-02,2.66602E-01
-1.0012262E-02,2.37305E-01
-1.0011341E-02,2.66602E-01
-1.0010419E-02,2.86133E-01
-1.0009498E-02,2.47070E-01
-1.0008576E-02,2.66602E-01
-1.0007654E-02,3.15430E-01
-1.0006733E-02,2.86133E-01
-1.0005811E-02,2.66602E-01
-1.0004890E-02,2.66602E-01
-1.0003968E-02,2.56836E-01
-1.0003046E-02,2.56836E-01
-1.0002125E-02,2.56836E-01
-1.0001203E-02,2.66602E-01
-1.0000282E-02,2.76367E-01
-9.9993600E-03,2.86133E-01
-9.9984384E-03,3.15430E-01
-9.9975168E-03,2.86133E-01
-9.9965952E-03,2.86133E-01
-9.9956736E-03,2.86133E-01
-9.9947520E-03,2.56836E-01
-9.9938304E-03,2.76367E-01
-9.9929088E-03,2.56836E-01
-9.9919872E-03,3.05664E-01
-9.9910656E-03,3.15430E-01
-9.9901440E-03,3.15430E-01
-9.9892224E-03,2.86133E-01
-9.9883008E-03,2.95898E-01
-9.9873792E-03,2.95898E-01
-9.9864576E-03,2.76367E-01
-9.9855360E-03,2.56836E-01
-9.9846144E-03,2.66602E-01
-9.9836928E-03,2.86133E-01
-9.9827712E-03,2.86133E-01
-9.9818496E-03,3.15430E-01
-9.9809280E-03,2.86133E-01
-9.9800064E-03,3.05664E-01
-9.9790848E-03,3.25195E-01
-9.9781632E-03,3.15430E-01
-9.9772416E-03,3.44727E-01
-9.9763200E-03,3.44727E-01
-9.9753984E-03,3.05664E-01
-9.9744768E-03,2.95898E-01
-9.9735552E-03,3.15430E-01
-9.9726336E-03,3.34961E-01
-9.9717120E-03,3.44727E-01
-9.9707904E-03,3.15430E-01
-9.9698688E-03,3.15430E-01
-9.9689472E-03,3.44727E-01
-9.9680256E-03,3.15430E-01
